CID IDSURVEY zHD zHDERR zCMB zCMBERR zHEL zHELERR m_b_corr m_b_corr_err_DIAG MU_SH0ES MU_SH0ES_ERR_DIAG CEPH_DIST IS_CALIBRATOR USED_IN_SH0ES_HF c cERR x1 x1ERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 RA DEC HOST_RA HOST_DEC HOST_ANGSEP VPEC VPECERR MWEBV HOST_LOGMASS HOST_LOGMASS_ERR PKMJD PKMJDERR NDOF FITCHI2 FITPROB m_b_corr_err_RAW m_b_corr_err_VPEC biasCor_m_b biasCorErr_m_b biasCor_m_b_COVSCALE biasCor_m_b_COVADD
05D2cb 4 0.42859 0.00156 0.42865 0.001 0.427 0.001 22.6295 0.402639 41.8825 0.403543 -9 0 0 0.15153 0.028564 0.8842 0.19161 23.1319 0.0323026 1.00286e-05 2.98369e-07 0.00047668 -2.47e-08 -5.97081e-09 149.852 2.3282 -999 -999 -9 13.848 250 0.0169634 9.534 0.078 53423 0.1989 30 38.3602 0.14072 0.081 0.0093 0.1119 0.013 1 0.063
440236 15 0.42895 0.01007 0.42888 0.01 0.43 0.01 22.3913 0.191504 41.6443 0.193398 -9 0 0 -0.084385 0.037796 -0.768802 0.52243 22.2621 0.0446387 2.2343e-05 9.18607e-07 0.00142401 -1.4633e-07 -2.68088e-08 37.1019 -4.4246 -999 -999 19.5734 -15.4038 250 0.0225658 11.413 0.184 56208.3 0.6543 45 57.0622 0.10716 0.122 0.06 -0.034 0.003 0.899 0
1306029 10 0.42903 0.00514 0.42895 0.005 0.43 0.005 22.5736 0.249299 41.8266 0.250757 -9 0 0 0.025447 0.037664 0.99322 0.51888 22.5603 0.0466385 1.69775e-05 7.29277e-07 0.00231288 -1.53729e-07 -1.97995e-08 40.8416 -1.9578 -999 -999 -9 -16.3933 250 0.0244225 7 2 57279.4 0.8536 59 51.064 0.75929 0.1229 0.0306 0.0022 0.004 1 0.013
100101 15 0.42976 0.00156 0.42967 0.001 0.4288 0.001 22.6689 0.196222 41.9219 0.19807 -9 0 0 -0.071454 0.041804 -0.773417 0.48103 22.5616 0.048876 1.69572e-05 7.63353e-07 0.00356106 -1.60495e-07 -1.17552e-08 132.141 43.9852 -999 -999 19.0925 -17.7323 250 0.0245986 11.5 0.16 55517.4 0.5862 32 30.4178 0.5467 0.1408 0.0093 -0.0528 0.003 0.894 0
080723 15 0.4302 0.00156 0.43013 0.001 0.4313 0.001 22.5824 0.163569 41.8354 0.165783 -9 0 0 -0.15907 0.035952 0.16631 0.34079 22.1808 0.0445129 2.4082e-05 9.87311e-07 0.00170602 -1.74736e-07 -2.20458e-08 34.9864 -3.9606 -999 -999 22.5531 -15.9915 250 0.0175707 9.753 0.323 55473.9 0.4264 47 52.0216 0.28474 0.1098 0.0093 0.0624 0.004 0.956 0
04D1rh 4 0.43494 0.00156 0.43487 0.001 0.436 0.001 22.5298 0.181679 41.7828 0.183674 -9 0 0 -0.064072 0.025529 0.80878 0.21002 22.293 0.0263641 2.17169e-05 5.27334e-07 0.000142393 -1.52548e-08 -9.6875e-09 36.9464 -4.2538 -999 -999 -9 -15.3671 250 0.0218392 9.888 0.132 53350.8 0.265 21 34.2835 0.0337849 0.0746 0.0092 0.0283 0.002 1 0.01
06D4co 4 0.43546 0.00156 0.43544 0.001 0.437 0.001 22.3309 0.130894 41.5839 0.13365 -9 0 0 -0.049905 0.02293 -0.394047 0.095163 22.2642 0.0256696 2.23018e-05 5.27272e-07 -0.000123577 -2.83234e-09 -9.16652e-09 333.861 -17.8692 -999 -999 -9 -4.2012 250 0.0222598 10.627 0.1515 53940.2 0.1652 45 60.7765 0.0582985 0.0621 0.0092 -0.023 0.002 1 0.004
000142 15 0.43683 0.00156 0.43673 0.001 0.436 0.001 22.7521 0.179784 42.0051 0.1818 -9 0 0 -0.030455 0.038917 -0.769832 0.4262 22.7283 0.0357877 1.45443e-05 4.79405e-07 0.00215197 -9.64577e-08 -7.83678e-09 162.309 58.4672 -999 -999 19.8214 -21.4403 250 0.00665107 11.5 0.051 55214.2 0.429 55 50.732 0.6383 0.1298 0.0091 -0.0956 0.003 0.862 0
1336008 10 0.4376 0.0013 0.43765 0.0005 0.43867 0.0005 22.3723 0.163932 41.6253 0.16614 -9 0 0 -0.066592 0.028792 0.6708 0.32047 22.1347 0.0366996 2.51257e-05 8.49289e-07 0.00213499 -1.41627e-07 -1.56501e-08 10.3212 -43.8862 -999 -999 0.51 10.4642 250 0.00652798 9.833 0.0105 57348.1 0.3323 45 37.0598 0.79405 0.0881 0.0076 0.0149 0.002 1 0.005
1333246 10 0.43783 0.0013 0.43774 0.0005 0.43879 0.0005 22.629 0.355854 41.882 0.356877 -9 0 0 0.1309 0.066156 1.74637 0.87162 22.7864 0.10266 1.37856e-05 1.30353e-06 0.0178628 -8.27347e-07 -5.63068e-08 41.384 -0.0616 -999 -999 0.86 -17.2231 250 0.0274086 10.905 0.03 57325.8 0.9214 48 13.9944 1 0.2121 0.0076 -0.0421 0.018 1 0.013
1310338 10 0.4389 0.00514 0.43883 0.005 0.44 0.005 22.2149 0.209461 41.4679 0.211194 -9 0 0 0.012551 0.028483 -0.406788 0.31494 22.3242 0.0344267 2.11023e-05 6.69114e-07 0.00104451 -7.59365e-08 -1.31066e-08 35.042 -6.3767 -999 -999 -9 -14.1438 250 0.0236053 7 2 56977.3 0.4231 54 44.4129 0.82079 0.0878 0.03 -0.0419 0.005 1 0.011
560027 15 0.43891 0.00156 0.43883 0.001 0.44 0.001 22.4152 0.278656 41.6682 0.279961 -9 0 0 -0.163924 0.056223 -0.520101 0.64681 22.0907 0.056629 2.6165e-05 1.36469e-06 -0.00351945 -3.00455e-07 -3.11839e-08 35.8506 -3.0839 -999 -999 14.9387 -16.1653 250 0.0222394 11.5 0.1 56569.2 1.1485 37 40.919 0.30245 0.205 0.0091 0.0533 0.005 0.893 0
050607 15 0.43935 0.00156 0.43926 0.001 0.4387 0.001 22.5732 0.200978 41.8262 0.202784 -9 0 0 0.060541 0.044246 0.10818 0.50736 22.6491 0.046893 1.56447e-05 6.75697e-07 0.00508005 -1.39212e-07 -2.13483e-08 213.514 53.3622 -999 -999 24.0687 -17.722 250 0.00806122 9.458 0.394 55367.5 0.6357 31 32.3561 0.39965 0.1271 0.0091 -0.1478 0.008 1 0.003
040166 15 0.44013 0.00156 0.44004 0.001 0.4395 0.001 22.8871 0.44109 42.1401 0.441915 -9 0 0 -0.148968 0.067603 0.30821 1.4804 22.4934 0.1194 1.80572e-05 1.98575e-06 -0.0208081 5.16445e-07 -4.40754e-08 214.12 54.0536 -999 -999 23.811 -18.1848 250 0.00958061 8.798 1.167 55326.5 4.4404 44 62.0746 0.0464227 0.3157 0.0091 0.06 0.004 0.938 0
510266 15 0.44067 0.01007 0.44059 0.01 0.44 0.01 22.3834 0.157885 41.6364 0.160177 -9 0 0 -0.169948 0.033751 -0.476279 0.31795 22.0448 0.0392185 2.72957e-05 9.85963e-07 0.00318253 -2.16346e-07 -4.38194e-08 214.033 51.7321 -999 -999 18.4706 -16.6931 250 0.00987252 11.5 0.111 56430.7 0.3281 60 58.4069 0.53414 0.0964 0.0586 0.0642 0.006 0.891 0
1328105 10 0.44149 0.0013 0.44154 0.0005 0.44259 0.0005 22.4293 0.181576 41.6823 0.183572 -9 0 0 -0.05447 0.03557 0.11357 0.42447 22.2623 0.0494321 2.23406e-05 1.01714e-06 0.0032448 -2.50056e-07 -2.06982e-08 8.1871 -43.5769 -999 -999 2.64 10.1861 250 0.00521422 11.204 0.0815 57302.7 0.6162 74 63.1789 0.81096 0.116 0.0076 -0.0343 0.002 1 0.002
1295256 10 0.44245 0.00514 0.44246 0.005 0.443 0.005 22.5993 0.17077 41.8523 0.172891 -9 0 0 -0.1027 0.027635 -0.148795 0.34917 22.379 0.0359315 2.00634e-05 6.63981e-07 0.00129968 -1.17263e-07 -1.20528e-08 53.7194 -27.8328 -999 -999 0.81 3.7359 250 0.00791482 8.803 0.3025 56928.2 0.3774 55 57.7129 0.37528 0.0922 0.0298 0.0229 0.002 1 0.005
06D3df 4 0.44263 0.00156 0.44254 0.001 0.442 0.001 22.6509 0.137065 41.9039 0.139699 -9 0 0 -0.036948 0.022793 1.15088 0.16437 22.3909 0.0243032 1.98441e-05 4.44191e-07 -0.000606988 8.44632e-09 -8.04764e-09 215.572 52.9577 -999 -999 -9 -17.5421 250 0.00850803 10.46 0.032 53850.7 0.3709 39 34.1772 0.68934 0.0666 0.009 -0.0283 0.004 1 0.004
06D2gb 4 0.44361 0.00157 0.44368 0.001 0.442 0.001 22.54 0.180208 41.793 0.182219 -9 0 0 -0.016097 0.037393 -1.56881 0.19505 22.7329 0.0350395 1.44818e-05 4.67365e-07 0.00219737 -5.09299e-08 -1.24064e-08 150.198 1.9854 -999 -999 -9 13.7614 250 0.0156399 10.905 0.1245 53872.6 0.291 15 4.46647 0.99576 0.0969 0.0091 -0.0411 0.004 1 0.006
1291080 10 0.44391 0.00514 0.44384 0.005 0.445 0.005 22.5539 0.289089 41.8069 0.290347 -9 0 0 0.003853 0.048831 -1.28981 0.66747 22.7045 0.0688263 1.48657e-05 9.42357e-07 -0.000675956 -5.95441e-08 -2.37954e-08 35.6846 -6.0636 -999 -999 0.38 -14.1164 250 0.0226516 8.582 0.172 56887.5 1.8533 46 52.1454 0.24729 0.1702 0.0297 -0.104 0.013 1 0.01
040137 15 0.44764 0.00157 0.44756 0.001 0.447 0.001 22.6022 0.222321 41.8552 0.223954 -9 0 0 0.023926 0.047726 1.08695 0.53781 22.5333 0.0585134 1.74054e-05 9.38027e-07 -0.000294356 -1.4164e-07 -2.63644e-08 214.46 52.801 -999 -999 23.805 -17.1789 250 0.00927443 8.743 0.953 55326.4 1.1529 45 51.4311 0.2365 0.1575 0.009 -0.0349 0.006 0.949 0
1328066 10 0.44886 0.00514 0.4489 0.005 0.45 0.005 22.6323 0.220164 41.8853 0.221814 -9 0 0 -0.133767 0.037944 0.76252 0.4469 22.2319 0.0557564 2.29747e-05 1.17983e-06 0.00346015 -3.48853e-07 -2.14333e-08 7.3173 -42.0522 -999 -999 0.09 9.0248 250 0.00777099 9.902 0.0275 57298.2 0.5565 75 56.9447 0.94025 0.1314 0.0294 0.0733 0.003 1 0.004
1320166 10 0.44891 0.00514 0.44896 0.005 0.45 0.005 22.7345 0.213951 41.9875 0.215648 -9 0 0 -0.032993 0.038757 0.36335 0.48433 22.6239 0.0483769 1.60112e-05 7.13409e-07 0.00588814 -2.16779e-07 -1.5959e-08 9.3464 -43.8719 -999 -999 -9 10.2428 250 0.00709548 7 2 57021.6 0.4133 27 32.8664 0.20152 0.1212 0.0294 -0.0073 0.002 1 0.006
050580 15 0.45068 0.00157 0.4506 0.001 0.45 0.001 22.3916 0.155357 41.6446 0.157686 -9 0 0 0.020054 0.038516 -0.410302 0.46861 22.4005 0.0427534 1.96698e-05 7.74545e-07 0.00455875 -1.56323e-07 -1.86289e-08 212.991 52.0718 -999 -999 23.2498 -16.5137 250 0.0130533 10.422 0.14 55369.3 0.5924 29 28.2639 0.50384 0.1159 0.009 -0.166 0.004 0.784 0
520016 15 0.45106 0.01007 0.451 0.01 0.45 0.01 22.6751 0.211716 41.9281 0.213431 -9 0 0 -0.086544 0.035016 1.09102 0.56999 22.3327 0.0384556 2.09383e-05 7.4161e-07 -0.00129413 -2.25765e-07 -1.21917e-08 185.338 46.9708 -999 -999 -9 -12.3378 250 0.0140031 10.011 0.385 56423.1 0.7601 36 42.6854 0.20573 0.147 0.0574 0.0337 0.003 0.835 0
04D2gb 4 0.45162 0.01007 0.45169 0.01 0.45 0.01 22.3362 0.223723 41.5892 0.225346 -9 0 0 0.022769 0.034026 -1.60336 0.17186 22.635 0.0285378 1.58482e-05 4.16558e-07 -0.000290161 -1.60805e-08 -8.64966e-09 150.594 1.8942 -999 -999 -9 13.6972 250 0.0173616 10.246 0.09 53108.4 0.2067 17 12.1219 0.7927 0.1003 0.0573 -0.0605 0.005 1 0.011
120094 15 0.45162 0.00157 0.45169 0.001 0.45 0.001 22.7393 0.152341 41.9923 0.154715 -9 0 0 -0.168766 0.034831 1.0436 0.43271 22.2376 0.0393173 2.2854e-05 8.27603e-07 0.00429942 -2.24203e-07 -1.74142e-08 150.526 2.0878 -999 -999 23.9429 13.5622 250 0.0150304 11.5 7.62 55570.8 0.4746 38 35.5052 0.58539 0.1093 0.0089 0.1217 0.007 0.855 0
04D3gt 4 0.45163 0.00157 0.45155 0.001 0.451 0.001 22.4632 0.304189 41.7162 0.305385 -9 0 0 0.18447 0.028319 -0.238989 0.11205 22.9759 0.0267923 1.15785e-05 2.85718e-07 -0.000169329 -6.02958e-09 -5.63726e-09 215.636 52.6469 -999 -999 -9 -17.0711 250 0.00815071 11.34 0.0945 53137.8 0.1519 45 84.2255 0.000355128 0.0795 0.0089 -0.1454 0.012 1 0.034
1290127 10 0.45218 0.00131 0.45223 0.0005 0.4533 0.0005 22.7429 0.318935 41.9959 0.320076 -9 0 0 -0.089959 0.050759 1.29535 0.76479 22.3911 0.10179 1.98402e-05 1.86002e-06 0.00118189 -6.84311e-08 -1.11621e-08 6.6908 -43.434 -999 -999 -9 9.914 250 0.00568624 2 2 56874.5 2.3646 46 53.1489 0.21811 0.2112 0.0075 0.0651 0.003 1 0.005
1253101 10 0.45328 0.00131 0.45333 0.0005 0.4544 0.0005 22.5423 0.206024 41.7953 0.207786 -9 0 0 0.004591 0.032983 1.37354 0.36476 22.4364 0.0405919 1.90308e-05 7.11495e-07 0.00256601 -1.37028e-07 -1.56098e-08 7.4651 -43.1378 -999 -999 0.13 9.6902 250 0.00584418 8.526 0.194 56577.9 0.4421 53 64.4271 0.1351 0.1001 0.0074 0.0301 0.005 1 0.01
1253039 10 0.45346 0.00514 0.45347 0.005 0.454 0.005 22.6333 0.141558 41.8863 0.14411 -9 0 0 -0.107621 0.027865 0.30168 0.2629 22.3229 0.0311452 2.11275e-05 6.0606e-07 0.00150037 -6.63646e-08 -1.0272e-08 54.4186 -27.5274 -999 -999 -9 3.6033 250 0.00968606 10.795 0.1395 56574.9 0.289 73 65.3411 0.72634 0.083 0.0292 0.0145 0.002 1 0.002
1334302 10 0.45458 0.00131 0.45463 0.0005 0.4557 0.0005 22.5343 0.207487 41.7873 0.209236 -9 0 0 -0.032485 0.039297 -1.04445 0.52465 22.5819 0.0476445 1.66425e-05 7.3031e-07 0.00356049 -1.72868e-07 -1.41099e-08 7.3673 -43.3882 -999 -999 0.84 9.8291 250 0.00625408 10.519 0.033 57331 0.6869 56 27.772 0.99944 0.1343 0.0074 -0.0584 0.004 1 0.002
1306360 10 0.45477 0.00131 0.45478 0.0005 0.45534 0.0005 22.631 0.282863 41.8839 0.284149 -9 0 0 -0.003673 0.051938 -0.608733 0.73219 22.6832 0.0603125 1.51607e-05 8.42177e-07 0.0035409 -2.53031e-07 -2.08333e-08 53.6767 -26.487 -999 -999 1.12 2.7631 250 0.00986918 10.646 0.274 57278.3 1.1634 71 36.1198 0.99982 0.186 0.0074 -0.0786 0.003 1 0.004
1345582 10 0.45885 0.00515 0.45878 0.005 0.46 0.005 22.7149 0.250735 41.9679 0.252185 -9 0 0 -0.104345 0.04884 0.83591 1.42695 22.3713 0.0547271 2.0206e-05 1.0185e-06 0.0569828 -1.24336e-06 -4.04616e-08 33.7065 -4.6747 -999 -999 1.07 -14.8792 250 0.0184515 9.914 0.43 57399.1 1.3647 20 9.88755 0.97017 0.1582 0.0289 0.05 0.002 1 0.004
380199 15 0.46064 0.01007 0.46055 0.01 0.46 0.01 22.7491 0.189025 42.0021 0.190943 -9 0 0 -0.051565 0.035861 1.77853 0.50793 22.4803 0.0433503 1.82764e-05 7.29725e-07 0.00136182 -2.19375e-07 -1.50256e-08 215.233 53.0089 -999 -999 -9 -16.984 250 0.00879382 10.683 0.434 56039.2 0.5451 50 46.8212 0.60172 0.1323 0.0564 0.1006 0.006 0.793 0
510597 15 0.46104 0.01007 0.46098 0.01 0.46 0.01 22.7632 0.228663 42.0162 0.230251 -9 0 0 -0.095982 0.042002 1.61547 0.56109 22.3935 0.0531418 1.97972e-05 9.68981e-07 0.00118315 -3.65755e-07 -1.96471e-08 185.821 47.8228 -999 -999 22.2655 -12.673 250 0.0113456 9.9066 0.1 56438.7 0.5122 32 38.204 0.20823 0.1593 0.0563 0.113 0.006 0.858 0
05D3lc 4 0.46164 0.00158 0.46156 0.001 0.461 0.001 22.7309 0.135783 41.9839 0.138441 -9 0 0 -0.055792 0.024019 -0.744735 0.10714 22.7026 0.0242748 1.48916e-05 3.32947e-07 -4.43891e-05 -4.04199e-09 -5.7571e-09 215.596 52.4789 -999 -999 -9 -16.6572 250 0.00728877 10.777 0.054 53527.7 0.1385 41 36.0786 0.68879 0.0673 0.0088 -0.018 0.002 1 0.004
03D4au 4 0.46643 0.00158 0.46641 0.001 0.468 0.001 23.0894 0.395571 42.3424 0.396492 -9 0 0 0.1162 0.04267 0.35918 0.33294 23.5316 0.0351029 6.93996e-06 2.24376e-07 0.000831949 -2.13007e-08 -5.26728e-09 334.041 -18.0776 -999 -999 -9 -3.8702 250 0.0245597 9.464 0.1065 52816.1 0.506 25 20.5623 0.71674 0.1298 0.0087 0.0835 0.008 1 0.051
000215 15 0.46654 0.00158 0.4666 0.001 0.4649 0.001 22.795 0.133213 42.048 0.135922 -9 0 0 -0.09831 0.030179 0.97228 0.31456 22.455 0.03326 1.87062e-05 5.73038e-07 0.000741584 -9.17832e-08 -9.89782e-09 150.81 3.1442 -999 -999 24.2629 12.6398 250 0.0165535 8.707 8.177 55222.8 0.3297 50 44.5468 0.69117 0.0998 0.0087 0.0551 0.004 0.834 0
04D4jr 4 0.46842 0.01007 0.4684 0.01 0.47 0.01 22.7203 0.20437 41.9733 0.206146 -9 0 0 -0.068908 0.026473 1.53692 0.12203 22.3726 0.0252557 2.01821e-05 4.69463e-07 -0.000158981 -1.10118e-08 -8.28396e-09 333.56 -17.3502 -999 -999 -9 -4.2357 250 0.0212447 8.024 0.6755 53298.4 0.1525 25 27.4178 0.33534 0.0767 0.0555 0.0397 0.004 1 0.01
1339149 10 0.46887 0.00132 0.4688 0.0005 0.46998 0.0005 22.5101 0.232472 41.7631 0.234035 -9 0 0 0.01603 0.042005 -0.263078 0.50505 22.6088 0.0533843 1.62354e-05 7.98275e-07 0.00768392 -2.45433e-07 -2.32429e-08 35.555 -5.8717 -999 -999 1.45 -13.6455 250 0.0228996 9.94 0.002 57373.8 0.5448 32 16.3946 0.98983 0.119 0.0073 -0.042 0.005 1 0.01
04D4ju 4 0.47042 0.00158 0.47039 0.001 0.472 0.001 22.9621 0.403614 42.2151 0.404516 -9 0 0 0.15107 0.034134 0.43812 0.22493 23.5027 0.0291455 7.12701e-06 1.91317e-07 -6.31295e-05 -1.16163e-08 -3.49331e-09 334.261 -17.3328 -999 -999 -9 -4.362 250 0.0234722 9.239 0.177 53293.1 0.2868 25 23.6475 0.53981 0.1051 0.0087 0.0857 0.011 1 0.059
05D3mx 4 0.47065 0.01007 0.47057 0.01 0.47 0.01 22.7605 0.178608 42.0135 0.180637 -9 0 0 -0.086917 0.031035 -1.38814 0.10565 22.7669 0.0272552 1.40364e-05 3.52355e-07 0.000176151 -8.25133e-09 -6.10449e-09 215.538 52.2192 -999 -999 -9 -16.2357 250 0.0102401 10.788 0.066 53570 0.1454 20 25.6495 0.1777 0.0893 0.0553 0.0179 0.003 1 0.004
370367 15 0.47163 0.00158 0.4717 0.001 0.47 0.001 22.7268 0.209178 41.9798 0.210913 -9 0 0 -0.023633 0.038492 2.78838 0.61279 22.4973 0.0442517 1.79926e-05 7.3333e-07 0.000204089 -2.38186e-07 -1.51541e-08 149.222 1.9779 -999 -999 22.4289 12.879 250 0.0182689 9.631 0.1 56011.1 0.7951 33 44.0307 0.0949912 0.1529 0.0087 0.2025 0.033 0.805 0
1316437 10 0.47204 0.00515 0.47196 0.005 0.473 0.005 22.7844 0.255487 42.0374 0.25691 -9 0 0 0.030698 0.044868 -0.00518 0.6056 22.8945 0.0590306 1.24797e-05 6.7851e-07 0.00866285 -2.26406e-07 -2.20575e-08 42.5626 -0.745 -999 -999 2.26 -15.594 250 0.0510977 9.413 0.112 57010.4 0.6858 41 58.2724 0.0390218 0.132 0.0282 -0.038 0.005 1 0.012
05D2bv 4 0.47565 0.00159 0.47572 0.001 0.474 0.001 22.685 0.175042 41.938 0.177112 -9 0 0 -0.114695 0.024568 -0.010367 0.12199 22.4458 0.0256358 1.88656e-05 4.45445e-07 0.000119763 -1.69907e-08 -7.76808e-09 150.571 2.2406 -999 -999 -9 12.9185 250 0.0143279 8.838 0.111 53404.2 0.1382 34 41.0268 0.18963 0.0696 0.0087 0.0616 0.002 1 0.008
370329 15 0.47786 0.00159 0.47793 0.001 0.4762 0.001 22.9739 0.226675 42.2269 0.228278 -9 0 0 -0.191584 0.04257 0.29534 0.61425 22.5341 0.0556774 1.73922e-05 8.91883e-07 0.00118566 -3.19312e-07 -1.34667e-08 151.309 1.7007 -999 -999 21.5323 13.352 250 0.0301405 9.642 0.091 56006.2 0.8134 35 18.195 0.99145 0.1701 0.0086 0.1438 0.009 0.795 0
310146 15 0.47941 0.01008 0.47943 0.01 0.48 0.01 22.6165 0.202088 41.8695 0.203883 -9 0 0 -0.120877 0.040185 0.73728 0.45091 22.2535 0.048772 2.25212e-05 1.01167e-06 0.0023152 -3.08921e-07 -1.43722e-08 52.4866 -28.7419 -999 -999 23.0882 3.8301 250 0.0115051 9.3245 0.1 55837.3 0.4806 40 16.739 0.99956 0.1447 0.0545 0.0672 0.004 0.783 0
1306537 10 0.47946 0.00515 0.47948 0.005 0.48 0.005 22.7577 0.197147 42.0107 0.198987 -9 0 0 -0.086369 0.035838 1.12072 0.45788 22.4286 0.0533129 1.9168e-05 9.41204e-07 0.00556398 -3.43657e-07 -2.10324e-08 55.041 -27.5592 -999 -999 0.97 3.5873 250 0.0125673 9.666 0.2915 57288 0.4045 71 56.1441 0.90131 0.117 0.0278 0.0509 0.003 1 0.004
560054 15 0.47988 0.00159 0.4798 0.001 0.4816 0.001 22.6426 0.236258 41.8956 0.237796 -9 0 0 -0.013152 0.060467 1.67949 0.78549 22.4554 0.0806139 1.86995e-05 1.38841e-06 0.00946702 -7.06545e-07 -5.95277e-08 353.296 -0.3364 -999 -999 20.7457 -17.5064 250 0.0288737 10.84 0.03 56574.8 0.8488 28 39.8913 0.0676151 0.1941 0.0086 0.0489 0.007 0.704 0
05D3dd 4 0.48064 0.01008 0.48056 0.01 0.48 0.01 22.7511 0.158073 42.0041 0.160362 -9 0 0 -0.043171 0.024022 -0.215323 0.12525 22.6755 0.025565 1.5268e-05 3.59504e-07 0.000104265 -1.65979e-08 -6.4343e-09 215.627 52.6068 -999 -999 -9 -16.1868 250 0.00802875 11.222 0.097 53455.3 0.1092 43 42.9779 0.47226 0.0681 0.0544 -0.0262 0.002 1 0.004
05D2ac 4 0.48065 0.00159 0.48071 0.001 0.479 0.001 22.7218 0.136578 41.9748 0.139221 -9 0 0 -0.064525 0.024467 1.12022 0.11153 22.4005 0.0250143 1.96703e-05 4.53185e-07 -6.13267e-05 -1.02728e-08 -8.40189e-09 149.747 2.4895 -999 -999 -9 12.4914 250 0.016497 11.153 0.0585 53374.7 0.1529 34 74.1085 8.32521e-05 0.0684 0.0086 -0.0089 0.003 1 0.004
120044 15 0.48164 0.00159 0.48171 0.001 0.48 0.001 23.0525 0.209151 42.3055 0.210887 -9 0 0 -0.146093 0.043707 0.78104 0.6378 22.6398 0.054358 1.57795e-05 7.90009e-07 0.00719179 -3.62308e-07 -1.43925e-08 148.792 1.7302 -999 -999 24.3183 12.7201 250 0.0196832 8.7828 0.1 55570.4 0.7263 39 39.0327 0.46841 0.1595 0.0086 0.1018 0.005 0.777 0
05D1ix 4 0.48888 0.01008 0.48881 0.01 0.49 0.01 22.8312 0.197899 42.0842 0.199732 -9 0 0 -0.076919 0.026207 0.54116 0.13867 22.6058 0.0276089 1.62812e-05 4.1401e-07 0.000345177 -2.12507e-08 -7.6053e-09 36.0832 -4.67 -999 -999 -9 -13.8353 250 0.0229093 7.466 0.7095 53719.4 0.1349 30 55.3595 0.00323165 0.0737 0.0536 0.0399 0.002 1 0.01
1292145 10 0.49244 0.00134 0.49246 0.0005 0.493 0.0005 23.0253 0.334315 42.2783 0.335403 -9 0 0 0.11219 0.06052 0.57864 0.66578 23.2836 0.0719116 8.72114e-06 5.77628e-07 0.0048977 -1.77994e-07 -2.18853e-08 53.6305 -29.6489 -999 -999 0.26 4.5164 250 0.0101159 9.218 0.3125 57274.1 0.9388 69 46.6532 0.98212 0.1892 0.0071 -0.0557 0.011 1 0.018
1343208 10 0.49499 0.00134 0.49501 0.0005 0.49558 0.0005 22.8291 0.162788 42.0821 0.165011 -9 0 0 -0.010445 0.030379 -0.102443 0.36593 22.786 0.0345673 1.37904e-05 4.39056e-07 0.00169935 -6.51706e-08 -8.11367e-09 52.8465 -28.5442 -999 -999 0.54 3.6797 250 0.00672327 10.385 0.031 57390.8 0.41 27 14.0754 0.98051 0.0984 0.007 -0.0783 0.003 1 0.003
1305504 10 0.49566 0.00134 0.4956 0.0005 0.49679 0.0005 22.8923 0.117866 42.1453 0.120919 -9 0 0 -0.089378 0.025464 -0.463147 0.16276 22.7287 0.0297535 1.45384e-05 3.98411e-07 0.000459754 -1.99935e-08 -7.31043e-09 36.0584 -5.1646 -999 -999 2.66 -13.3948 250 0.0224749 10.953 0.0735 56973.7 0.2343 52 29.9518 0.99393 0.0711 0.007 -0.0079 0.003 1 0.001
03D1ax 4 0.49579 0.00126 0.49572 0.00015 0.49692 0.00015 22.8287 0.151559 42.0817 0.153945 -9 0 0 -0.105749 0.029756 -0.734029 0.10212 22.6967 0.026141 1.49738e-05 3.60521e-07 1.32497e-05 -8.03288e-09 -6.33565e-09 36.0972 -4.7207 -999 -999 -9 -13.6507 250 0.0230514 11.5 0.1125 52915.9 0.1081 29 47.1204 0.0180996 0.0862 0.0066 0.0343 0.003 1 0.003
05D4af 4 0.49739 0.0016 0.49737 0.001 0.499 0.001 22.8738 0.224236 42.1268 0.225856 -9 0 0 -0.029528 0.030683 0.11363 0.23312 22.8409 0.0284347 1.31109e-05 3.43366e-07 -0.000522266 -1.59326e-08 -6.16125e-09 334.138 -18.0049 -999 -999 -9 -3.7348 250 0.0248857 8.986 0.0885 53536.8 0.0249 39 61.552 0.0121238 0.0972 0.0084 0.0228 0.002 1 0.015
06D2bk 4 0.50067 0.0016 0.50073 0.001 0.499 0.001 23.004 0.252376 42.257 0.253816 -9 0 0 -0.001945 0.031814 0.48238 0.28201 23.0085 0.0286714 1.12356e-05 2.96701e-07 0.00118686 -3.93661e-08 -5.37601e-09 149.679 2.172 -999 -999 -9 12.2608 250 0.0165577 8.617 0.0855 53773.8 0.323 16 20.5909 0.19478 0.0991 0.0083 0.0293 0.003 1 0.02
350374 15 0.50098 0.0016 0.5009 0.001 0.5 0.001 22.8635 0.281843 42.1165 0.283133 -9 0 0 -0.053186 0.063483 -0.789588 0.78327 22.7461 0.0597226 1.4308e-05 7.87034e-07 0.00441242 -3.56381e-07 -8.89713e-09 131.336 44.239 -999 -999 20.7219 -15.9374 250 0.0251691 10.9632 0.1 55955.2 0.9005 28 23.5801 0.70349 0.2366 0.0083 -0.1219 0.006 0.671 0
